Status,Cidade,UF,Layout de integração,Padrão,Documentação do padrão,Código IBGE,Dados obrigatórios das notas tomadas,Notas tomadas,Login,Senha,Múltiplos serviços,Certificado
Operante,Chopinzinho,PR,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4105409,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Chuí,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4305439,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Chupinguaia,RO,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,1100924,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cianorte,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4105508,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Cidade Gaúcha,PR,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4105607,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cláudia,MT,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,5103056,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Cláudio,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3116605,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Clevelândia,PR,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4105706,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cocal do Sul,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204251,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cocalzinho de Goiás,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5205513,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Codó,MA,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,2103307,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Colatina,ES,WebService,EL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008620534,3201506,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Não necessário
Operante,Colíder,MT,WebService,COPLAN,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4407191133719,5103205,"Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Colina,SP,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,3512001,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Em re-homologação/Prefeitura instável,Colinas,MA,WebService,ACTCON,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293134,2103505,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Indisponível,Não necessário
Operante,Colinas do Tocantins,TO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,1705508,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Colniza,MT,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5103254,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Colômbia,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3512100,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Colombo,PR,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4105805,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Colorado,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4105904,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Colorado do Oeste,RO,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,1100064,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Comendador Levy Gasparian,RJ,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3300951,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Comodoro,MT,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5103304,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Conceição das Alagoas,MG,WebService,GOVERNA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500012682442,3117306,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Obrigatório
Operante,Conceição de Macabu,RJ,WebService,SH3,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360039807313,3301405,"Prestador - CpfCnpj | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Disponível,Não necessário
Operante,Conceição do Araguaia,PA,WebService,ISSINTEL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4408830009111,1502707,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Conceição do Castelo,ES,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3201704,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Conceição do Coité,BA,WebService,ATIV,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360023022674,2908408,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
Operante,Conceição do Jacuípe,BA,WebService,FISCO20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500011380942,2908507,"Prestador - CNPJ, Inscricao Municipal | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Conchal,SP,WebService,SIGISSWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360041697574,3512209,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Concórdia,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4204301,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Conde,PB,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,2504603,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Condor,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4305702,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Confins,MG,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3117876,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Confresa,MT,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5103353,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Congonhas,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3118007,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Conselheiro Lafaiete,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3118304,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Constantina,RS,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4305801,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Contagem,MG,WebService,GINFES,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007952854,3118601,"Prestador - CNPJ, InscricaoMunicipal, Certificado",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Coqueiral,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3118700,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Coração de Jesus,MG,WebService,SINTESE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500008630642,3118809,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Coração de Maria,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2908903,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Corbélia,PR,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4106308,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cordeiro,RJ,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3301504,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cordeirópolis,SP,WebService,SIGISSWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360041697574,3512407,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,CordeiropolisUP,SP,WebService,SIGISSWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360041697574,3512407,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Cordilheira Alta,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204350,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cordisburgo,MG,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3118908,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Corinto,MG,WebService,DBSELLER,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010291754,3119104,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cornélio Procópio,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4106407,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Coroados,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3512506,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Coroatá,MA,WebService,AZIMUTH,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/14141403388055,2103604,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Não necessário
Operante,Coromandel,MG,WebService,ERECEITA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409708212503,3119302,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Coronel Fabriciano,MG,WebService,GOVDIGITAL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818214-Documentacao-Tecnica-Padrao-GOVDIGITAL,3119401,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Coronel Freitas,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204400,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Coronel Sapucaia,MS,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5003157,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Coronel Vivida,PR,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4106506,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Córrego Fundo,MG,WebService,MEMORY,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360025709534,3119955,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Indisponível,Não necessário
Operante,Correia Pinto,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204558,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Correntina,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2909307,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Corumbá,MS,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5003207,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Corumbataí,SP,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3512704,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Corupá,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4204509,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Coruripe,AL,WebService,NFONLINE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4411680602903,2702306,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Cosmópolis,SP,Upload,CEBIUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500001665301,3512803,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Não necessário
Operante,Cosmorama,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3512902,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Costa Rica,MS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,5003256,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cotia,SP,WebService,COTIA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360033369354,3513009,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Cotiporã,RS,WebService,TECNOSISTEMAS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019534894,4305959,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cotriguaçu,MT,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,5103379,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Crateús,CE,WebService,INTERSOL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818054,2304103,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Crato,CE,WebService,INTERSOL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818054,2304202,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Cravinhos,SP,WebService,FGMAISS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008977373,3513108,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Criciúma,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204608,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Crissiumal,RS,WebService,BETHA20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008059953,4306007,"Tomador - CNPJ, Inscricao Municipal, Certificado",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cristal,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4306056,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cristalina,GO,WebService,CENTI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360018791234,5206206,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cristópolis,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2909703,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Cromínia,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5206503,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cruz,CE,WebService,INTERSOL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818054,2304251,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Cruz Alta,RS,WebService,ISSNETONLINE20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/10904276275991,4306106,"Prestador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cruz das Almas,BA,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,2909802,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cruzeiro,SP,WebService,EMBRAS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409759973143,3513405,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cruzeiro do Oeste,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4106605,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Cruzeiro do Sul,AC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,1200203,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cruzeiro do Sul,RS,WebService,TECNOSISTEMAS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019534894,4306205,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cruz Machado,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4106803,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cubatão,SP,WebService,SIL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008552814,3513504,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Obrigatório
Operante,Cuiabá,MT,WebService,ISSNETONLINE20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/10904276275991,5103403,"Prestador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Cujubim,RO,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,1100940,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cunha,SP,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3513603,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Cunha Porã,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4204707,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Cunhataí,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204756,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Curionópolis,PA,WebService,ASPEC,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4405017222551,1502772,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Indisponível,Não necessário
Operante,Curitiba,PR,WebService,CURITIBA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360037641974,4106902,"Prestador - Certificado, CNPJ, Inscricao Municipal | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Curitibanos,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204806,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Currais Novos,RN,WebService,TINUS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008654153,2403103,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Curvelo,MG,WebService,MEMORY,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360025709534,3120904,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Indisponível,Não necessário
Operante,Custódia,PE,Upload,COLUMBIAUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360061584293,2605103,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Delmiro Gouveia,AL,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,2702405,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Delta,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3121258,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Deodápolis,MS,WebService,BETHA20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008059953,5003454,"Tomador - CNPJ, Inscricao Municipal, Certificado",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Descalvado,SP,Upload,CEBIUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500001665301,3513702,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Não necessário
Operante,DescalvadoSPUP,SP,Upload,CEBIUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500001665301,3513702,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Não necessário
Operante,Descanso,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4204905,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Diadema,SP,WebService,GINFES,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007952854,3513801,"Prestador - CNPJ, InscricaoMunicipal, Certificado",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Diamantina,MG,WebService,ERECEITA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409708212503,3121605,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Diamantino,MT,WebService,COPLAN,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4407191133719,5103502,"Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Dianópolis,TO,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,1707009,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Dias d´Ávila,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2910057,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Dionísio Cerqueira,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4205001,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Divinolândia,SP,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,3513900,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Divinópolis,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3122306,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Dois Córregos,SP,WebService,SIMPLISS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008711573,3514106,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
Operante,Dois Irmãos,RS,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4306403,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Dois Irmãos do Buriti,MS,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5003488,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Dois Vizinhos,PR,WebService,EQUIPLANO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360018060294,4107207,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Dom Basílio,BA,WebService,FISCO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009313253,2910107,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Dom Eliseu,PA,WebService,JANELAUNICA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500001716821,1502939,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
